context,response,naija_pidgin,naija_english,intents
"My husband and I had our first threesome recently. Everyone was drinking and he was on her more then me. 

He and I talked about it afterwards and it made me feel better, and now I'm craving more of it. But before it gets close to happening I get this empty feeling. Why am I feeling this way?","Hello there.  As you have courageously explained your soulful dilemma. I can appreciate the complexity of this situation.  You have identified some key factors that may be contributing to your sense of feeling ""empty"".  One, is the ultimate goal here able to be acquired from this arrangement?  Are you trying to have your fulfillment with another woman while in the presence of your husband but not with him 'on her' as much or at all?  Are you trying to ask him to be more passive participant?  Perhaps be careful of not drinking too heavily... In the whole event, how do you want to feel intimate or connected ?  Were you craving all along, him to really be all over you along with her?  These are questions that arise; maybe not solutions.  Its always good to be very clear with oneself of what is the ultimate target here... And always measure the potential danger..  Peace - keith","Me and my husband just do our first threesome recently. Everybody bin dey drink, and na her him just dey press pass me, no even send me. Me and am talk am later, and e make my mind come down small. Now, my body just dey kiankian for more of am. But as e just dey near say e go happen again, my belle go just dey empty, I go just dey feel somehow for my inside. Wetin make I dey feel like this?","Me and hubby just had our first threesome yoh. Everybody was just drinking, and he was kinda focused on her more than me. We sha talked about it after and I felt better, thankfully. Now I'm even lowkey craving more of it. But before it even gets close to happening again, I just get this empty feeling, like in my belle. Why am I even feeling this way?","intimacy_concerns, understanding_symptoms, general_anxiety"
"I feel so alone. I have so many people around me, but it seems as they just listen and dont understand.  They say it will all be okay, or they don't listen to me st all.  Everyone says they are here for me but it doesn't feel like they are. Why do I feel so alone?","Hello there.  Thank you for sharing your heart here.  I want to start off by saying, in kind of an ironic way, your struggle is something many people go through, I might say quite often.  Many feel alone with one another quite frequently.  THe reasons for feeling alone vary much between person to person.  In reading how you presented things, I will just respond from how this strikes me.  Sometimes feeling alone might be the result of not completing the second half of the equation; meaning that although people ""listen"" it wont necessarily equate the elimination of being alone. Instead, its when you follow up by inquiring and listening to others that you  may discover they feel and think and struggle just like you do. And as a result, you discover you really were never alone; when people discover common struggle and feelings, we are connected.  Second, we as humans are sometimes feeling alone because we may be lacking some self-acceptance.  Not fully accepting myself or situation , can be in the way of feeling the presence of others or the hearing the voice of others too. Or in other words, not bein 'ok' with myself makes it difficult being with others.  Third; feeling alone may be us not clear on what we are really needing from another person?   These are just some thoughts to consider.  Aloneness feels so real; and yet it has much to do with our perspective and view of things...  we are all alone in a crowded world until we speak and listen more closely.Kindly-keith hughes M.A.  keithcounseling.com ","My chest just dey heavy me, I dey feel like say I dey all by myself. People plenty around me sha, but e be like say dem just dey hear with ear, dem no understand wetin dey pepper my body inside. Dem go just dey tell me say 'e go soon better', or dem no even gree put ear for my mata at all. Everybody dey open mouth say dem dey my corner, but my spirit no just dey feel am say na true. Wetin make my mind just dey tell me say I dey all by myself like this?","Guy, I just feel so alone. I have so many people around me, but it's like they just listen, they don't actually *get* what I'm going through. They just say 'it'll be fine' or sometimes they don't even listen to me at all. Everyone claims they're there for me but it doesn't feel real, you know? Why do I still feel so alone?","loneliness_isolation, sadness_depression, understanding_symptoms"
"Sometimes, I'm fine and can go out or meet people, but other days, my heart races and words physically cannot come out of my mouth. I've always thought it was normal and I was just nervous, but the other day, it took me almost 30 minutes of sitting in my car to find the courage to enter Target by myself.","Feelings of anxiety can be scary and sometimes we're not aware of the triggers that lead up to moments of anxiety, i. e., heart racing, sweaty palms, sweating, shortness of breath. It's important to realize that in moments of anxiety our body & mind are experiencing a reaction from our primal or reptilian brain that is signaling the flight or fight response within us, which kicks the hypothalamus into action flooding our body with chemicals, like adrenaline or cortisol.  So, one way to work with anxiety is to find out what the triggers are that lead to anxiety, such as fear, stress. negative thought patterns, not enough food or sleep. Keeping a daily journal can help you track the patterns and triggers and once you identify the triggers you can ameliorate them by learning new skills & techniques and by reducing stress and getting enough sleep. One quick way to reduce anxiety is by taking deeper breathes, sometimes this is called belly breathing. When you breath in make sure your belly rises and expands and as you breath out the belly deflates. Many of us do shallow breathing up in our chest which does not allow for a full breath, and getting a full breath is so important as a tool to help relax us in times of stress & anxiety . ","Sometimes, I dey alright, I fit waka go out or meet my padi dem. But some other days, my chest go just dey beat gbam-gbam, like say motor dey inside, and words no fit comot from my mouth, like say dem don lock am. I always think say na normal thing, say na just shakara wey dey do me. But one day, I just siddon for my car for almost 30 minutes, dey struggle to get liver before I fit enter Target alone.","Sometyms I'm chill, I can step out or even link up with pple. Bt oda days, my heart just dey beat wild and words refuse to come out of my mouth, like I'm stuck. I always tot it was normal, like I was just being nervous. Bt d oda day, I spent like 30mins in my car, just trying to ginger myself to enter Target alone.","panic_attack, understanding_symptoms, general_anxiety"
"Often times I find myself thinking scary thoughts and sometimes  I even scare myself into thinking that something bad is going to happen to me. Once it starts, the thought continues going through my head and I can't get it out.  How can I stop these thoughts?","Scary thoughts can feel overwhelming at times as well as feeling quite real. I want to acknowledge how scary they can feel, but there is hope and new skills you can learn to work with these types of thoughts. The first step in working with scary or negative thoughts is to acknowledge that they are just thoughts and we can choose to follow the scary thought streams or work with cutting them off or ignoring them. I also realize that might seem really hard to do, but here's a good way to think about the brain and how thought patterns work. Thoughts arise in the mind all the time, our brain is a thought machine. Many thoughts drift by like clouds and we don't pay any attention while other thoughts arise and they trigger us in a particulate way, i.e., scary, angry, happy, sad, and when those thoughts arise we can chose to pay more attention to the thought which can lead us down that particulate thought stream that will lead to fear and anxiety. So, how do we work or stop those scary thought streams? One new skill to implement comes from the work of Rick Hansen, he wrote the book Buddha's Brain,"" he teaches that we need to give more energy and attention to the positive thoughts or positive memories we hold in our mind and pay less attention to the negative thoughts. Hansen asks us to imagine the brain this way, the brain is like Velcro with negative thoughts and like teflon when it comes to positive thoughts. There are reasons that our brain works this way, but I don't have time to go into all of that in this response. So, it's just important to remember we have to work at positive thinking, actually pausing throughout the day to focus on positive feelings and memories,  this will help the mind reinforce positive thought streams and help reduce negative thought streams over time. If a scary thought arises try to replace it with a happy experience for at least a couple of moments, and see if that helps reduce the negative charge connected with that scary thought. ","Plenty times, my head go just dey give me kpata kpata tinking. Sometimes sef, na my own head dey ginger me to fear say something bad go happen to me. Once e start, the tinking no go gree comot for my head, e go just dey waka round and round. Wetin I go take do make dis kain tinking stop?","Tbh, a lot of times my head just dey give me really scary thoughts. Sometimes I even lowkey scare myself thinking smth bad will happen to me. Once it starts, the thought just keeps playing in my head on repeat, I can't even get it out. How do I stop these thoughts abeg?","general_anxiety, seeking_coping_advice, understanding_symptoms"
We've been in a long distance relationship for two and a half years. I recently saw his phone and saw the people he texts the most and one of them was a  female coworker. I don't know how to approach this situation. How do I ask him about it?.,"I think honesty is the right approach in this situation. Share with him that you looked at his phone, as well as sharing with him any fears or concerns that you're having about the long distance relationship. Trust is the foundation of any successful relationship and when doubt & distrust creep into a relationship it can undermine the long term health of the relationship. Hopefully, he will understand your concerns and appreciate your honesty. This also might be a good time to seek couples counseling to work on relationship & communication skills.","Me and my bobo don dey LDR for two years and a half don pass. Just small time like that, I come check him phone, come see the people wey him dey always text pass. Omo! One of dem na him female colleague for work. My belle don dey hot, I no know how I go take even start to yarn am this matter. How I go take ask am wetin dey sup?","Me & my boo don dey LDR for 2.5 years now. I just saw his phone, & his top text ppl, one of dem na a female colleague. My head is spinning, I don't even know how to approach this gist. How do I ask him about it?","relationship_dynamics, paranoia_trust_issues, general_anxiety"
"I suffer from adult ADHD, anxiety disorder, and depression. It has been difficult to find a doctor in my area and my primary physician won't help. I am unemployed and overwhelmed. What would you suggest I do?","I would check out agencies that offer affordable counseling based on your income or very low cost counseling sessions, i.e., Pacific Clinics, Hathaway Sycamore, Pasadena Mental Health Center, Burbank Family Center. If you google affordable or low cost therapy in your particular area you will find resources to help you. ","My brain dey scatter scatter, e no dey settle one place like say small pikin get am (ADHD). My heart dey always beat like drum, fear-fear too much dey catch me (anxiety). And my whole body just dey heavy, life don spoil for my eye (depression). Finding doctor for my area don turn kpata kpata. And the one wey I dey always go see, e just dey form, e no even wan hear my tori. Work no dey for hand at all, I just dey jobless. And my head just dey spin, everything just dey choke me, I no sabi wetin to do again. Abeg, give me idea, which way I go take?","Guy, I'm seriously dealing with adult ADHD, anxiety, and depression. It's been so hard to even find a good doc around here, and my regular doctor is just not helping at all. I'm jobless, and honestly, I'm just totally overwhelmed by everything. What do you think I should do, abeg?","therapy_process, neurodivergence, financial_stress"
"Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven. 
When I think of living forever (even if it is in heaven which should be good), I feel overwhelmed. I don't like the thought of living forever and ever and ever. Sometimes I just can't get the thought out of my mind and the thoughts lead to panic and anxiety. 
Am I crazy? I don't think these thoughts are normal.","Religious questioning is a complex and often philosophical topic, and these types of questions, especially around heaven, hell, and an afterlife can bring up a host of difficult & confusing feelings. What I want to focus on is the fear & anxiety you seem to be feeling that are deeply connected to your questions. Scary thoughts, negative thoughts, obsessive thoughts sometimes feel like they're out of control and there is nothing we can do to stop them, but I want to offer two techniques that might assist with your panic & anxiety. The first step in working with scary or negative thoughts is to acknowledge that they are just thoughts and we can choose to follow the scary thought streams or work with cutting them off or ignoring them. I also realize that might seem really hard to do, but here's a good way to think about the brain and how thought patterns work. Thoughts arise in the mind all the time, our brain is a thought machine. Many thoughts drift by like clouds and we don't pay any attention while other thoughts arise and they trigger us in a particulate way, i.e., scary, angry, happy, sad, and when those thoughts arise we can chose to pay more attention to the thought which can lead us down that particular thought stream that will lead to fear and anxiety. So, how do we work or stop those scary thought streams? One new skill to implement comes from the work of Rick Hansen, he wrote the book Buddha's Brain,"" he teaches that we need to give more energy and attention to the positive thoughts or positive memories we hold in our mind and pay less attention to the negative thoughts. Hansen asks us to imagine the brain this way, the brain is like Velcro with negative thoughts and like teflon when it comes to positive thoughts. There are reasons that our brain works this way, but I don't have time to go into all of that in this response. So, it's just important to remember we have to work at positive thinking, actually pausing throughout the day to focus on positive feelings and memories,  this will help the mind reinforce positive thought streams and help reduce negative thought streams over time. If a scary thought arises try to replace it with a happy experience for at least a couple of moments, and see if that helps reduce the negative charge connected with that scary thought. I would also suggest when you're having the thoughts about death take a moment to notice how you're breathing. Often when we are feeling anxiety we are doing shallowing chest breathing rather than taking in a full, deep breath or what is called belly breathing. If you take a moment to focus on your breathing and allow a couple of full breaths, bringing in the breath so the belly rises and then the belly natural falls as you exhale, just noticing the breath and practicing breathing can slow down the anxiety cycle as it begins. ","Sometime, I no fit just stop to dey think about wetin go happen after we don kpafuka. Na for one religion dem raise me, wey talk say we go live for ever, either for hell fire or for heaven. When I just dey reason say I go dey live for ever (even if na for heaven wey suppose be sweet place self), my head dey just scatter, e dey choke me. I no like am at all, dis matter of dey live forever and ever and ever. Sometime, I just no fit commot di thought for my head, and as e dey like dat, e dey make me dey panic and my body dey shake. Abeg, abi I dey craze? I no think say dis kain thought normal.","Sometymes I just can't stop thinking abt afterlife tinz. Like, my church taught us we'd live forever, either in hell or heaven. But yo, when I even just imagine living forever (even if it's heaven, which is supposed to be super good), it just chokes me abeg. I really don't like the idea of living forever & ever & ever. Sometymes I just can't get it out of my head and then I just start panicking and feeling anxious, like really bad. Am I going mad, or what? Cos I don't think these thoughts are normal, abi?","general_anxiety, panic_attack, understanding_symptoms"
"My husband and I had our first threesome recently. Everyone was drinking and he was on her more then me. 

He and I talked about it afterwards and it made me feel better, and now I'm craving more of it. But before it gets close to happening I get this empty feeling. Why am I feeling this way?","You need to have an honest conversation with each other about WHY you both want a threesome. Evaluate the status of your relationship with each other. Are you having issues? Fighting? Not feeling satisfied with each other? How has your sex life been with each other?  If there are any problems, insecurities, issues, introducing something like this may only make your relationship worse. Open relationships and threesomes rarely work out well. Sure, there are some who successfully live this lifestyle, but it only works when both people are completely secure in their relationship with each other, harbor no jealousies or insecurities, and aren't looking to someone else to satisfy needs that aren't getting met by their spouse. Let me say that again: This is not likely to work out well for you if either of you are insecure, jealous, or looking to have needs met by this other person that you aren't getting from your spouse. That empty feeling you're having - listen to it. Dig deep to find out where it is coming from. What thoughts are going through your head when you feel that way? You'll get the answer.The other thing that helps make something like this work is for both of you to listen and respect each other. If you don't like it that he paid more attention to the other girl, he needs to know that, and he needs to respect that.  If you're going to do it again, he needs to know what you're comfortable with and what you want. Set the limits before you're in the moment, before it's too late to take an action back. Turn it around and ask him what he would be comfortable with if it were a man instead of a woman.It is perfectly natural to be curious and want to experiment. A lot of people get that out of the way before settling down in a monogamous relationship. People who marry young and/or inexperienced may still feel that curiosity about things like that and want to experience them, but don't want to hurt their spouse. The REASON you are both doing this matters a lot. If there are problems in your relationship, this is likely to only make things worse.","Me and my bobo just knack our first threesome small time now. Everybody just dey high on top alcohol, and e be like say na her body my bobo dey carry pass me that day. Afterwards, me and am talk am, my mind come settle small, and now my body just dey ginger me say make we do am again. But anytime the thing just dey near again, I just dey feel like say my belle dey empty. Wetin make I just dey feel this kain way?","Me and hubby just had our first threesome recently. Everyone was high af and he was just so focused on her more than me. We gisted about it after and I felt way better, now I'm actually craving more. But before it even gets close to happening again, I just get this empty feeling inside me. Why am I even feeling like this?","understanding_symptoms, intimacy_concerns, general_anxiety"
"I am a heterosexual male in my late 20s. I find myself wearing pantyhose, heels, skirts and other women's clothing in private. I am torn on how to feel about it. I enjoy it very much. I have had a pantyhose/stocking fascination and other kinky fetish interests since I was young. I have no history of sexual abuse growing up. I am currently single.","Hi there! It sounds like you have already started to answer
your own question by stating that you love cross dressing very much, and I am
glad you enjoy it! Cross dressing is something many people enjoy, and there is
no harm in it whatsoever. My question to you would be: What is making you feel torn
about it? There is unfortunately still a lot of negative stigma associated with
people who express their gender or sexuality in ways that differ from the
majority. (And sometimes certain sexual interests are actually very common or
even in the majority, but because people carry shame about being different when
it comes to gender and sexuality we assume we are all alone!)Being a sexual or gender minority or someone who
participates in kink or expresses their sexuality or gender identity in a
unique and personal way often means suffering from something called
""internalized oppression"". We grow up being exposed to certain
assumptions and beliefs about what is ""acceptable"" behavior and even
face consequences sometimes if we don't ""fit in"" the way others tell
us to. Even if those assumptions are harmful and wrong, we still internalize
them and feel guilty about who we are. There is nothing wrong with us, but
feeling stigmatized and isolated can lead to feelings of shame, embarrassment,
or like something is ""wrong"" with us.But there is absolutely nothing wrong with you, so be proud
of who you are and what you enjoy. You can continue to simply enjoy it
privately, or maybe you'd eventually like to share it with a partner or maybe
even join a community with similar interests. I'll leave you with a quote from
comedian Eddie Izzard, who identifies as, in his own words, a ""straight
transvestite"": ""They’re not women’s clothes. They’re my clothes. I
bought them!"" Take care, and thanks for your question!","I be proper man o, I like women, and my age don dey late 20s like that. But sometimes, when I dey alone for house, my body just dey want wear women cloth like pantyhose, high heel shoe, skirt and plenty other ones. My mind just dey fight itself, I no even know weda I suppose dey happy or vex for am. But as I dey do am, e sweet me for body well well sha. Na since I small pikin, my body don dey just dey like pantyhose, stocking and other kain kinky tin wey dey turn person on. Nobody no do me any bad tin sexually when I dey grow up o. I dey single for now, I no get babe.","Hey, so I'm a straight guy, like late 20s. But lowkey, when I'm alone, I find myself wearing female stuff like pantyhose, heels, skirts and other women's clothes. I'm really conflicted, idk how to feel. But lowkey, I really enjoy it. I've had this pantyhose/stocking fascination and other kinky interests since I was a small boy. No history of sexual abuse or anything like that growing up. And I'm currently single, no babe.","identity_gender_sexuality, understanding_symptoms, general_anxiety"
"I'm 17 and I'm sick and tired of going back and forth. I'd like to stay at my mother's house. This problem has really affected me. I've had anxiety attacks and suicidal thoughts and self-harm in the past. 

Currently I'm going through anxiety and my thearapist is not available. How do I handle this?","I am so sorry to hear you are going through this. Divorce can be so disruptive in a child's life.I'd really need a lot more information about your situation before I'd feel comfortable offering any advice or suggestions. There are so many variables, and not knowing the whole story, any advice could possibly make your situation worse.I do see some positives, though. One, you say you have a therapist. That's great! I hope you're able to talk to them about this soon. Still, they can't give you legal advice, and a lot of this situation may be dictated by the law. What your therapist can help with, though, is dealing with whatever situation you have to follow by law. If you can't change the situation, you at least need to learn how to cope with it better. Two, you're 17. When you're 18, you're legally an adult and will not be bound by any custody rules or visitation plans in place. Honestly, teenagers usually have a lot of say with the courts in custody arrangements. Since you didn't specify more on the situation, I have no idea what your specific situation is. Were your parents ever married? Are they separated or divorced? Was there ever a court hearing for custody? Not all couples have an official court order arrangement. All families are different, too. Was there abuse between your parents? Towards you by one of them? Does either of them have addiction issues, major health or mental health issues, or anything like that? You mentioned that you want to live with your mom, but didn't say why. Are you afraid to tell your dad you want to stay with your mom? Is mom the lenient and fun parent while dad is the more strict one, or is there something else going on? This isn't a decision that should be placed entirely on you, and it also isn't a decision that anyone else needs to make on your behalf without your input. But advice on what to do needs to come from the people who know more about your situation so they can help recommend the best thing for you. Whatever you do, hang in there! 18 will be here before you know it. Focus on that. Freedom. College. Plan for your future that YOU control, and focus on making it the best it can be. Do not let the anxiety and depression cloud your thoughts and make you do something irreversible. ","My age na 17 and I don tire for dis up and down wey no get head. I just wan settle down for my mama house. Dis wahala don really scatter my head patapata. For before, my chest dey tight me like say dem pour water for my body, my heart dey beat jangilova, I dey think say make I just kpai myself finish, and I don even dey cut my body. As I dey talk to you so, dis tight chest don dey do me strong thing again, and my therapist, the person wey dey hear my mind, e no dey on ground. Wetin I go come do now wey I no get who to talk to?","I'm 17 rn and I'm so over this back and forth stuff. I just wanna stay at my mum's place. This whole thing has really messed me up sha. Before, I used to have proper anxiety attacks, suicidal thoughts and I even self-harmed. Right now, my anxiety is through the roof again and my therapist isn't picking up. What do I even do now?","seeking_coping_advice, general_anxiety, family_conflict"
"Cheating is something unacceptable for me but because we have two daughters I decided not to break up the family.
However, now I am struggling to forget and forgive what happened. I feel like I cannot trust him. Without trust, I cannot stay in this relationship. On the other hand, I do not want my children to get hurt. I'm not sure how to move forward?","It is completely understandable that you are struggling to forgive and forget this betrayal, and I'd like to echo the sentiment of Danielle Alvarez: infidelity takes time to heal from, so allow yourself to grieve and find the support you need. I'd highly suggest going to couples therapy and addressing all the issues that Danielle raised, especially whether he has expressed genuine remorse and is being completely transparent with you and is taking responsibility for the choice he made, including acknowledging the immense impact it had on you, your relationship, and your ability to trust him. If you have doubts about being able to trust him, he needs to be willing to earn back your trust and do whatever it takes to do so. If he accepts this challenge, then that is a good sign you are on the path toward healing your relationship. Also, please don't ever forget that regardless of what led him to cheat, it was his decision to take that action rather than addressing whatever issues he was having in your relationship. Couples affected by betrayal typically have some underlying issue(s), whether it is a lack of connection or intimacy or another factor, and it is possible to heal and grow even stronger as a couple after betrayal. Because you are grieving, though, allow yourself to acknowledge and accept your feelings of hurt and pain, as they will likely come in waves, but the pain will lessen over time and with supportive therapy, along with the commitment to repair your relationship-from both you and your husband. Also, in regards to your concern about hurting your children, keep in mind that parents model healthy relationship behavior for their children. If your relationship with your husband remains disconnected, untrusting, or bitter, your children will see that and not only feel sad that their parents are both suffering, but also grow up feeling that experiencing such ongoing pain is tolerable or even normal in a relationship. Having parents who learn to handle conflict or heal deep wounds in healthy ways is crucial for children's emotional and psychological development. Whether they see you heal together as a married couple or heal separately as loving but divorced co-parents, they will learn what it is like to expect healthy communication and boundaries in relationships, which I'm sure you want for your children! Take care of yourself, and I wish you much peace and healing. Also, here is a good book I would recommend, along with books by Gottman, as Rebecca Wong suggested:Private Lies: Infidelity and the Betrayal of Intimacy","Cheating? Ah, that one na tabu for my body! E no just make sense for me. But because of our two small girls, I just hold my peace, say make I no scatter this family. Now, e don turn big struggle for my head and my heart to forget and forgive wetin im do. My belle no gree trust am again, at all! And if trust no dey, how I go fit remain for this kain relationship? But then again, I no want make my children them collect wotowoto for this matter. My brain just dey hot, I no know the road to follow.","Gosh, cheating is like a total no-no for me o, but because we have two daughters, I just decided to hold things down and not scatter the family. But now, it's actually so hard to forget and forgive what happened. I just can't trust him anymore, like at all. And without trust, how can I even stay in this relationship? But then again, I really don't want my girls to get hurt from all this. My head is just buzzing, I honestly don't know how to move forward.","paranoia_trust_issues, relationship_dynamics, seeking_coping_advice"
We've been in a long distance relationship for two and a half years. I recently saw his phone and saw the people he texts the most and one of them was a  female coworker. I don't know how to approach this situation. How do I ask him about it?.,"Just ask him.I'm not sure how you saw his phone if you're in a long distance relationship, because long distance means you live far apart from each other and don't get to see each other in person. Therefore, I think we may have a different understanding of the definition of ""long distance relationship"" which makes it hard for me to adequately answer this question for you.I don't know how old you are, but if you're an adult, after two and a half years, I don't think it's unreasonable to have an open and honest talk with each other about where the relationship is going and what you both want and expect. Long distance relationships are difficult to keep alive because you don't ever see each other in person. Talking, texting, and video chatting isn't enough, and the longer the physical distance remains, the more difficult it becomes to keep an emotional closeness. It may be time to evaluate the situation, figure out when (if ever) the two of you will be able to be together in person, and if you can and want to wait that long. Do you both want the same things out of life? If one of you wants to take the relationship to the next level but the other doesn't, then it doesn't matter if it's long distance or not - if you aren't on the same page with the relationship, it is going to be difficult to make it work.Trust is important. Issues with trust, insecurity, jealousy, lying and/or hiding things from each other, being afraid to speak up and have an honest conversation - these things can ruin relationships if not addressed. I know confrontation of any sort can be hard for some people, but it is necessary at times. Evaluate your true feelings for him. Are you with him for reasons other than love, such as being afraid to be alone or thinking you wouldn't be able to find someone else? Has he ever given you reason to be suspicious of his female coworkers or friends before? Some people, unfortunately, develop a track record of indiscretions and give their significant others ample reason for distrusting them. However, if this is not the case, you may be unfairly judging his texting through the eyes of your own insecurities. It may be time for you both to take an honest assessment of your own reasons for being in the relationship, figure out what you want, and make a decision. This may result in bringing the two of you closer and taking the relationship to the next level. Or, it could lead to a decision to end things. I know that can be difficult, but you both deserve to be happy and to be allowed to make the decisions that will lead to your personal happiness.","Me and am don dey LDR for like two and a half years now. Just recently, my eye come jam hin phone, and I come see the people wey hin dey text pass. One of dem na one babe wey dey work with am for office. Ah, my head no even gree me, I no know how I go take jinja this matter. How I go take ask am question without wahala?","Me and him have been in an LDR for like 2.5 years now. I just peeped his phone recently and saw the pple he texts the most, and one of them was a babe from his office. I legit don't know how to approach this situation. How do I even ask him about it without causing drama?","relationship_dynamics, paranoia_trust_issues, seeking_coping_advice"
My girlfriend just quit drinking and she became really depressed. She told me that she wants to move. What can I do to help her?  I want her to stay.,"You're probably not going to like my answer.Your question says a lot about what YOU want rather than what she wants or what may be best for her. Sometimes, what's best for a person is the hardest thing to do, and may be completely opposite of what YOU want.Addictions don't happen in a vacuum. If you've had any experience with addicts at all, then I'm sure you've heard the term ""enabler"". A lot of the times, when people think they're ""helping"", they're actually enabling the addict to continue their self-destructive behavior. Tough love and clear boundaries are needed in a lot of situations, but especially with addictions. Family and friends are often the biggest contributing factor to someone choosing to use/drink, continuing to do so, or relapsing back into it.You said she recently quit. You said she is depressed. She wants to move. When a person receives counseling for addictions, they are encouraged to make changes like this. They need to break the habit, and this means removing people from their lives at times. It means moving to new locations. Anything that may trigger a relapse needs to be identified and removed. Not only that, but the addict needs to do a lot of personal reflection to figure out WHY they use/drink in the first place, and not only break the physical addiction to it, but deal with whatever is the root cause that led them to use in the first place. She may need some time alone to figure out who she is as a person, time to make some decisions for herself and do what she needs to do to be healthy.Don't pressure her to stay. Let her have the freedom to do what she needs to do. If she stays, the decision needs to be hers and hers alone. It doesn't need to be made under pressure. That will only lead to resentment. Support her, but don't try to change her or make her do anything, especially for selfish reasons. Let her go. It sounds like she needs some time to focus on herself right now. It wouldn't be a bad idea for you to do the same.","My babe don drop bottle, but her spirit just weak finish and she dey over dull. She dey yarn say she wan pack leave. Wetin I fit do to help her matter? I no want make she japa, I wan hold am down.",My babe just stopped drinking and she's been super depressed. She's saying she wants to relocate. How can I even help her rn? I really want her to stay sha.,"seeking_coping_advice, sadness_depression, substance_abuse_addiction"
I feel like I hate myself physically and emotionally sometimes. How can I start accepting myself and be more confident?,"The answer would require a more in-depth knowledge of you and your situation. A lot of times, these feelings are the result of the people in your life treating you a certain way. You internalize it and accept it as your reality. The first step is to evaluate the people close to you, especially your parents. Even if you are an adult, think back to your childhood. Children who grow up in an unstable home often grow up to be adults with insecurities and emotional problems. The obvious, such as being abused, can certainly lead to a person having little to no confidence and self esteem, but there are other situations that might surprise you to hear they can be damaging to a person.You may have never been physically or sexually abused, but what about emotionally? Were you yelled at, berated, put down? Were you told you'd never amount to anything? Were you compared to siblings and felt like you always fell short, couldn't live up to expectations? When you hear something over and over again, you start to believe it.Maybe you weren't yelled at. Maybe it was the opposite. Studies show that children who grow up with a parent who is depressed show signs of emotional neglect. A chronically depressed mother, for example, may have seemed cold, detached, emotionless. She may have been less likely to show interest in a child's life, not give praise for accomplishments or show support by going to ballgames or performances. If one of your family members were chronically ill while you were growing up, chances are, a lot of the attention went to them, which could have led to your needs not being met.Any of these situations could cause a person to grow up feeling unimportant, unheard, unloved, or like they don't matter.Maybe nothing I've described here fits your situation. If you can't pinpoint what has caused you to feel this way on your own, a counselor can help.I am not saying ""blame it on your parents"" or telling you there's nothing you can do to change it! Quite the opposite! Understanding WHY you feel that way is a first step towards making the changes needed to feel better. Cognitive behavior therapy focuses on cognition - figure out the WHY. Then behavior - the HOW. ","Omo, sometimes my body and my mind just dey irritate me, e dey feel like say I hate myself inside-outside. Wetin I fit do to start dey accept the way I be, make I fit carry my shoulder up?",omo tbh sometimes i feel like i hate myself physically and emotionally. how do i even start accepting myself and be more confident sha?,"low_self_esteem, body_image, seeking_coping_advice"
"My dad makes me feel like shit and like I'm worthless.  He calls me names and makes me feel depressed.  I want to move out because I swear if I stay here, I'm going to lose it. What can I do?","Are you old enough to move out? Then by all means, what's stopping you?If not, is it possible for you to move in with another family member?If you're a minor, CPS may need to step in. They often do in cases of abuse. Your safety is the number one priority.It's difficult to offer advice without knowing more about your situation. But I can say this: Don't let other people define your self worth. You can choose NOT to allow him to make you feel anything. It really is that simple. By looking at it as a choice you make, you will be empowered to take control over your emotions and learn to feel better about yourself because your self-worth will no longer be defined by what someone else says about you or how they treat you.Let me say that again in a different way: Your self-worth is NOT defined by someone else. The way he treats you is a reflection of who he is as a person - not you. Don't take ownership of that! I understand that if you are a minor, setting healthy boundaries and refusing to accept this kind of treatment can be difficult. Reach out to others for help. But if you are 18 and over, there is absolutely no excuse for you to be there having to put up with maltreatment. Put up some boundaries and create the distance needed to protect yourself emotionally. You owe it to yourself, and deserve to live a healthy, happy life. Anyone who tells you otherwise is wrong.","My papa dey make me feel like complete rubbish, like say I be zero. E go dey wash me with insults call me yeye names, my chest go just heavy, depression go hook me. I wan pack comot for this house, because walahi if I stay here, my head go touch. Abeg wetin I fit do na?","My dad makes me feel like total shit tbh, like I’m completely worthless. He’ll just be insulting me anyhow and making me so depressed. I just want to move out cos I swear down, if I stay in this house I’ll actually run mad. What can I do pls?","family_conflict, sadness_depression, seeking_coping_advice"
